,0
0,0.005074673579053539
1,0.017898617935743003
2,0.005345116171940216
3,0.0
4,0.0029430414675761765
5,0.08144012691296211
6,0.006265652664627995
7,0.09717072668025574
8,0.014305797598658826
9,1.0842021724855044e-19
10,0.0
11,0.10152838711852319
12,0.0
13,0.0
14,0.009532216964456827
15,0.016063274225908433
16,0.005365162693123824
17,0.0059357392762204855
18,0.0
19,0.01335311709618403
20,0.011864257949178838
21,0.0
22,0.0
23,0.0
24,0.004193614671979772
25,0.0
26,0.0
27,0.023772486335159156
28,0.0
29,0.00299336800426819
30,0.026932465337818602
31,0.0
32,0.015451651232827369
33,0.011987055061530676
34,0.0
35,0.0
36,0.007012057695590574
37,0.009044750550181588
38,0.0
39,0.0
40,0.0
41,0.050151478039851705
42,0.0
43,0.0
44,0.013307319033872144
45,0.0
46,0.005854284969309392
47,0.003826118405360087
48,0.03746479365915673
49,0.009825894656648303
50,0.015314142035653181
51,0.006881306411672024
52,0.007890104686240835
53,0.007562734759712872
54,0.007064577473854673
55,0.0029535549208282515
56,0.0
57,0.003761715548771714
58,0.010008637043621347
59,0.014387820471960461
60,0.0
61,0.0038688437852773057
62,0.004470089589125398
63,0.10254787956746265
64,0.0
65,0.016103509068964204
66,0.0
67,0.0
68,0.019277062858571885
69,0.008854108302779459
70,0.0
71,0.0
72,0.0
73,0.006720813744686829
74,0.01980573256099932
75,0.015561823666594008
76,0.0
77,0.0133866371837682
78,0.007761790952147728
79,0.0
80,0.0
81,0.007106572311679098
82,0.0
83,0.0
84,0.01256711369341274
85,0.0
86,0.011458447230873024
87,0.0
88,0.005571259207794633
89,0.010707815548428675
90,0.0
91,0.004616898911346781
92,0.0
93,0.013016258856383458
94,0.007679385877781827
95,0.008585591577617492
96,0.004425648657803249
97,0.0
98,0.0
99,0.0041788775062192385
