,0
0,0.009360940290691747
1,0.030131419851248484
2,0.0033569089662196018
3,0.0
4,0.0
5,0.08503900994645927
6,0.0
7,0.09292302355524946
8,0.01784162961411268
9,0.0
10,0.0
11,0.10881512983267191
12,0.0
13,0.0
14,0.0
15,0.030225677844329075
16,0.008030337435621019
17,0.008617354056203664
18,0.0
19,0.014400456168441886
20,0.016875518423017825
21,0.0
22,0.0
23,0.0
24,0.014062291958431568
25,0.0
26,0.0
27,0.03166912431303187
28,0.0
29,0.0
30,0.025535004834427617
31,0.0
32,0.01890465077690903
33,0.015606296057521849
34,0.0
35,0.0
36,0.0
37,0.011943099380873762
38,0.0
39,0.0
40,0.0
41,0.052505653458150475
42,0.0
43,0.0
44,0.024525939325394437
45,0.0
46,0.014123697235674602
47,0.0
48,0.03369370153354828
49,0.003957374267876838
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.01657679613574547
60,0.0
61,0.0
62,0.01435127202141591
63,0.1072851678503359
64,0.0
65,0.02837440613839771
66,0.0
67,0.0
68,0.018529259324704714
69,0.006783579042755603
70,0.0
71,0.012236401398080387
72,0.0
73,0.0
74,0.028739919282356603
75,0.0
76,0.0
77,0.008097335411401254
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.013780171784256464
85,0.0
86,0.011204612363602543
87,0.0
88,0.006261474549248133
89,0.020395469042105943
90,0.0
91,0.005619027636921241
92,0.0
93,0.0
94,0.011055144093273534
95,0.009694709949429184
96,0.0
97,0.0
98,0.0
99,0.008871014849862776
