,0
0,0.0031664577377192955
1,0.02249069126134057
2,0.0074910063270998235
3,0.0
4,0.0
5,0.08342587617870374
6,0.0
7,0.09808089790043654
8,0.016009713844786957
9,0.0
10,0.0
11,0.11107090196230669
12,0.0
13,0.0
14,0.009770794512441377
15,0.021205574500801225
16,0.009201625499055786
17,0.007132261329785734
18,0.0
19,0.013641130976769236
20,0.013413646297750695
21,0.0
22,0.0
23,0.0
24,0.00963748482407082
25,0.0
26,0.0
27,0.027782600537445475
28,0.0
29,0.0
30,0.028549364561721916
31,0.0
32,0.022124423429094105
33,0.014467395631219165
34,0.0
35,0.0
36,0.007033200451524265
37,0.0
38,0.0
39,0.0
40,0.003969450973162437
41,0.05305220817025153
42,0.0
43,0.0
44,0.014668601161413764
45,0.0
46,0.006763663779030802
47,0.0
48,0.031750405125966615
49,0.015138983104196868
50,0.011176390862852824
51,0.0
52,0.0
53,0.00757982758123815
54,0.0075324438337646205
55,0.0
56,0.0
57,0.0
58,0.0
59,0.010071338558555071
60,0.0018913429197999559
61,0.0
62,0.010767193132794487
63,0.1012594201220909
64,0.0
65,0.019973264407437307
66,0.0
67,0.0
68,0.02088659408258456
69,0.006570166651108562
70,0.004830122536871818
71,0.011317531847406324
72,0.0
73,0.0
74,0.024388507195147374
75,0.011933935462534422
76,0.0
77,0.012577482234331328
78,0.007706631975791545
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.015709438957460534
85,0.0
86,0.006663711800249106
87,0.005009195456622404
88,0.004040239043395056
89,0.012774033865690159
90,0.0
91,0.004696190459084896
92,0.0
93,0.0
94,0.011909841112977923
95,0.009839651559219197
96,0.0
97,0.0
98,0.0
99,0.007857144262895799
