,0
0,0.003118739777676692
1,0.018072006656750256
2,0.004943384262949611
3,0.0
4,0.0
5,0.0898301489798079
6,0.0
7,0.0939379623523322
8,0.018064374388070476
9,0.00328403279967165
10,0.0025193491005406675
11,0.10165980999955258
12,0.006210024769411456
13,0.0003873631014022098
14,0.007123518559427574
15,0.0
16,0.006666560064878212
17,0.00747993476377708
18,0.0
19,0.012009966465122205
20,0.00972492808892843
21,0.0
22,0.0
23,0.0
24,0.00711022465847841
25,0.0032331069918019035
26,0.004036320169455735
27,0.026797532673975142
28,0.001677629831788939
29,0.007102527889336735
30,0.025685084942204964
31,0.0
32,0.019683927951483632
33,0.011408682829065575
34,0.0
35,0.0
36,0.007467026298740041
37,0.005732450507669724
38,0.0032867625800249694
39,0.0
40,0.0018195771355577252
41,0.045826968101609716
42,0.00227376787266324
43,0.0
44,0.01465664499118862
45,0.003253032793448493
46,0.0048269360091271135
47,0.003409219544079379
48,0.03346681841989889
49,0.009146032820224852
50,0.011123045195264476
51,0.0045934447541360725
52,0.0021494118588760943
53,0.006461236955254659
54,0.00039066626237605823
55,0.0
56,0.0032147956676738254
57,0.0030411906577294595
58,0.00820696177267953
59,0.011785166128531959
60,0.002601759745143391
61,0.0023380770731740875
62,0.0074013898707277976
63,0.10523451597890747
64,0.00014919843492727618
65,0.019104984846082407
66,0.004276508334601864
67,0.002504706686553647
68,0.013984050283582305
69,0.008903883393458104
70,0.0033336955436000805
71,0.004708062850597739
72,0.000585394922040919
73,0.007940051317778685
74,0.021850235490396826
75,0.0
76,0.000423896105025596
77,0.010899200367497433
78,0.00608952561101496
79,0.0
80,0.00013776374477364616
81,0.008571934031336739
82,0.0
83,0.0
84,0.011294661242581702
85,0.009664458725503413
86,0.010305531646609625
87,0.004048688845598784
88,0.00695619905375658
89,0.00907678855719182
90,0.0
91,0.004613350193174337
92,0.006287639841095228
93,0.0
94,0.00580985286978151
95,0.00793515603794833
96,0.0
97,0.0
98,0.008797725402348787
99,0.006272814558543994
