,0
0,0.0042232895931912495
1,0.017140049274027843
2,0.004037001865465371
3,0.0024497521805333985
4,0.0
5,0.05682883928560584
6,0.029716620352572203
7,0.09561341453604284
8,0.01363724965557742
9,0.0
10,0.0
11,0.10201139709425744
12,0.0035522647963713533
13,0.0013531141366816195
14,0.003922980379266441
15,0.01475857565731144
16,0.005129956880998784
17,0.006659610402759432
18,0.003961611537614602
19,0.011347289715399193
20,0.012871199338676488
21,0.003818466064293375
22,0.0
23,0.0
24,0.007943733218126
25,0.0016364839445123817
26,0.0023074738612184646
27,0.027210857994935767
28,0.0025400310029644667
29,0.0036973168921538603
30,0.02322209452397189
31,0.0
32,0.01131417155880496
33,0.010324844176088017
34,0.0014287247256368305
35,0.0
36,0.006826887939072125
37,0.0050573858446812826
38,0.002388588774441448
39,0.004070957435507495
40,0.0027471898913801226
41,0.047324224593440906
42,0.0018653275558718448
43,0.0036926848770979025
44,0.012110134009843239
45,0.0007177056380831031
46,0.00538441502785109
47,0.0017013075194827229
48,0.03240198037161
49,0.007668762774670648
50,0.010999803899259593
51,0.005168780260935358
52,0.005195503944365489
53,0.006508101677740567
54,0.0024812706996490174
55,0.0
56,0.0029457072283706714
57,0.002367886918880213
58,0.009071789794154617
59,0.010525122405652914
60,0.002119170171819219
61,0.004217714721381367
62,0.005328324187594472
63,0.10135633791828255
64,0.0003896093319691159
65,0.013928664467724897
66,0.0012299750894908816
67,0.003123276469216981
68,0.016271762617040046
69,0.00957589490643193
70,0.0023153221279168857
71,0.003673220065593506
72,0.004094830547057604
73,0.00641250280361689
74,0.020380919777462193
75,0.015870716403380492
76,2.139949767235207e-05
77,0.011139025018645379
78,0.005595144578195018
79,0.004575320674335321
80,0.0
81,0.0060428727593121795
82,0.0
83,0.0
84,0.005010701089426074
85,0.005114689961273825
86,0.010322480504562666
87,0.0021471775942862427
88,0.006511160045485368
89,0.012617228829221587
90,0.00046287023756904456
91,0.0038332466102448674
92,0.006181023877636331
93,0.006634149358026089
94,0.008832352955115181
95,0.009131019480839194
96,0.0025557974522545613
97,0.0
98,0.003661903553127414
99,0.005442260589690606
